title,link,cited,relatedLink,position,numOfVersions,publishedData,snippet
Dilated residual attention network for load disaggregation,https://link.springer.com/article/10.1007/s00521-019-04414-3,Cited by 12,"https://scholar.google.com/scholar?q=related:U7DWKNlO6LwJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",201,All 3 versions,"M Xia, Y Xu, K Wang, X Zhang - Neural Computing and Applications, 2019 - Springer","… disaggregation. The proposed model adopts residual learning to extract high-level
load features, reduces the difficulty of network optimization and solves the problem
of network gradient disappearance. Dilated convolution … 
"
Synthetic aperture radar image despeckling with a residual learning of convolutional neural network,https://www.sciencedirect.com/science/article/pii/S0030402620316934,,"https://scholar.google.com/scholar?q=related:JR9wzwW6S0EJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",202,All 3 versions,"M Zhang, L Yang, D Yu, J An - Optik, 2021 - Elsevier","SAR images despeckling based on deep learning attracted more researchers' attention because of its performance and computational efficiency. In order to embody recent improvements for SAR images despeckling models, we proposed a model base on deep …"
Investigating the automatic classification of algae using fusion of spectral and morphological characteristics of algae via deep residual learning,https://arxiv.org/abs/1810.10889,Cited by 3,"https://scholar.google.com/scholar?q=related:0o8Tjxc0onkJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",203,All 2 versions,"JL Deglint, C Jin, A Wong - arXiv preprint arXiv:1810.10889, 2018 - arxiv.org","Under the impact of global climate changes and human activities, harmful algae blooms in surface waters have become a growing concern due to negative impacts on water related industries. Therefore, reliable and cost effective methods of quantifying the type and …"
Deep inverse halftoning via progressively residual learning,https://link.springer.com/chapter/10.1007/978-3-030-20876-9_33,Cited by 3,"https://scholar.google.com/scholar?q=related:dIa6zkjFgLMJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",204,,"M Xia, TT Wong - Asian Conference on Computer Vision, 2018 - Springer","Inverse halftoning as a classic problem has been investigated in the last two decades, however, it is still a challenge to recover the continuous version with accurate details from halftone images. In this paper, we present a statistic learning based method to address it …"
Mixed-noise robust face super-resolution through residual-learning based error suppressed nearest neighbor representation,https://www.sciencedirect.com/science/article/pii/S002002552030760X,,"https://scholar.google.com/scholar?q=related:WnteSJoUN50J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",205,All 2 versions,"S Nagar, A Jain, PK Singh, A Kumar - Information Sciences, 2021 - Elsevier","The conventional face super-resolution (SR) methods are highly sensitive to noise because of signal conversion error, bit error in transmission, heat, and illumination effects in the camera sensor. This paper proposes a new position-patch based face SR method, namely …"
Reverse attention-based residual network for salient object detection,https://ieeexplore.ieee.org/abstract/document/8966594/,Cited by 19,"https://scholar.google.com/scholar?q=related:M-1K50E7-6gJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",206,All 5 versions,"S Chen, X Tan, B Wang, H Lu, X Hu… - IEEE Transactions on …, 2020 - ieeexplore.ieee.org","… Secondly, we employ residual learning to refine it progressively by only learning the
residual in each side-output, which can be achieved with few convolutional parameters,
therefore leads to high compactness and high efficiency … 
"
Residual squeeze CNDS deep learning CNN model for very large scale places image recognition,https://ieeexplore.ieee.org/abstract/document/8248975/,Cited by 7,"https://scholar.google.com/scholar?q=related:t-SRgPemGwIJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",207,,"A Verma, H Qassim, D Feinzimer - 2017 IEEE 8th Annual …, 2017 - ieeexplore.ieee.org","Deep convolutional neural network models have achieved great success in the recent years. However, the optimization of size and the time needed to train a deep network is a research area that needs much improvement. In this paper, we address the issue of speed and size …"
End-to-end scalable FPGA accelerator for deep residual networks,https://ieeexplore.ieee.org/abstract/document/8050344/,Cited by 36,"https://scholar.google.com/scholar?q=related:CPP9Lk1ippYJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",208,All 2 versions,"Y Ma, M Kim, Y Cao, S Vrudhula… - 2017 IEEE International …, 2017 - ieeexplore.ieee.org","… Abstract— This work presents an efficient hardware accelerator design of deep residual learning
algorithms, which have shown superior image recognition accuracy (>90% top-5 accuracy on
ImageNet database) … Deep residual learning for image recognition. In IEEE Conf … 
"
Deep residual autoencoder with multiscaling for semantic segmentation of land-use images,https://www.mdpi.com/2072-4292/11/18/2142,Cited by 8,"https://scholar.google.com/scholar?q=related:KhAHQPnht2cJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",209,All 5 versions,"L Li - Remote Sensing, 2019 - mdpi.com","… This paper presents a novel flexible autoencoder-based architecture of deep learning that
makes extensive use of residual learning and multiscaling for robust semantic segmentation
of remotely sensed land-use images … 2.1. Residual Learning … 
"
When Residual Learning Meets Dense Aggregation: Rethinking the Aggregation of Deep Neural Networks,https://arxiv.org/abs/2004.08796,,"https://scholar.google.com/scholar?q=related:-CDA1yYnzcUJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",210,All 2 versions,"Z Zhu, ZP Bian, J Hou, Y Wang, LP Chau - arXiv preprint arXiv:2004.08796, 2020 - arxiv.org","Various architectures (such as GoogLeNets, ResNets, and DenseNets) have been proposed. However, the existing networks usually suffer from either redundancy of convolutional layers or insufficient utilization of parameters. To handle these challenging …"
CSART: Channel and spatial attention-guided residual learning for real-time object tracking,https://www.sciencedirect.com/science/article/pii/S0925231220318397,,,211,All 2 versions,"D Zhang, Z Zheng, M Li, R Liu - Neurocomputing, 2021 - Elsevier","Siamese networks have achieved great success in object tracking due to the balance of precision and speed. However, Siamese trackers usually utilize the local feature of the last layer, which may degrade tracking performance in some difficult scenarios. In this paper, we …"
End-to-end bone age assessment with residual learning,https://ieeexplore.ieee.org/abstract/document/8614329/,Cited by 3,"https://scholar.google.com/scholar?q=related:xCPYYYMoXfgJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",212,All 5 versions,"D Souza, MM Oliveira - 2018 31st SIBGRAPI Conference on …, 2018 - ieeexplore.ieee.org","Bone age is a reliable metric for determining the level of biological maturity of children and adolescents. Its assessment is a crucial part of the diagnosis of a variety of pediatric syndromes that affect growth, such as endocrine disorders. The most commonly used …"
DenseHyper: an automatic recognition system for detection of hypertensive retinopathy using dense features transform and deep-residual learning,https://link.springer.com/article/10.1007/s11042-020-09630-x,Cited by 1,"https://scholar.google.com/scholar?q=related:cvmnkv-5WWUJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",213,,"Q Abbas, MEA Ibrahim - Multimedia Tools and Applications, 2020 - Springer",High blood pressure and diabetes are associated with a retinal abnormality known as Hypertensive Retinopathy (HR). The severity-level and duration of hypertension are straightly related to the incidence of HR-eye disease. The HR damages the pathological …
Triple-classification of respiratory sounds using optimized s-transform and deep residual networks,https://ieeexplore.ieee.org/abstract/document/8663379/,Cited by 26,"https://scholar.google.com/scholar?q=related:3n-TNUNybr0J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",214,All 3 versions,"H Chen, X Yuan, Z Pei, M Li, J Li - IEEE Access, 2019 - ieeexplore.ieee.org","… Because the proposed OST highlights the features of wheeze, crackle, and respiratory sounds,
and the deep residual learning generates discriminative features for better recognition, this
proposed method provides reliable access for respiratory disease-related telemedicine … 
"
Residual learning of the dynamics model for feeding system modelling based on dynamic nonlinear correlate factor analysis,https://link.springer.com/article/10.1007/s10489-020-02096-2,,"https://scholar.google.com/scholar?q=related:W9RFe-Yj3gUJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",215,,"Y Jiang, J Chen, H Zhou, J Yang, G Xu - Applied Intelligence, 2021 - Springer","Feeding system modelling is the foundation for control strategy optimization, contour error compensation, etc., to improve the productivity and quality of a part. This paper proposes a novel residual learning approach for fitting the simulation error of the dynamics model of a …"
FCFR-Net: Feature Fusion based Coarse-to-Fine Residual Learning for Monocular Depth Completion,https://arxiv.org/abs/2012.08270,,"https://scholar.google.com/scholar?q=related:UVFhRtpZ1NoJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",216,All 3 versions,"L Liu, X Song, X Lyu, J Diao, M Wang, Y Liu… - arXiv preprint arXiv …, 2020 - arxiv.org","Depth completion aims to recover a dense depth map from a sparse depth map with the corresponding color image as input. Recent approaches mainly formulate the depth completion as a one-stage end-to-end learning task, which outputs dense depth maps …"
Deep generative adversarial residual convolutional networks for real-world super-resolution,http://openaccess.thecvf.com/content_CVPRW_2020/html/w31/Umer_Deep_Generative_Adversarial_Residual_Convolutional_Networks_for_Real-World_Super-Resolution_CVPRW_2020_paper.html,Cited by 7,"https://scholar.google.com/scholar?q=related:gzzAlgT2P60J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",217,All 6 versions,"RM Umer, GL Foresti… - Proceedings of the IEEE …, 2020 - openaccess.thecvf.com","… The proposed network exploits the residual learning by minimizing the energy-based objective
function with powerful image regularization and convex optimiza- tion techniques … [11] proposed
a very deep SR (VDSR) network with residual learning ap- proach … 
"
A novel method for pneumonia diagnosis from chest X-ray images using deep residual learning with separable convolutional networks,https://link.springer.com/chapter/10.1007/978-981-13-8798-2_1,Cited by 4,"https://scholar.google.com/scholar?q=related:uQ0NWhfOur8J:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",218,All 3 versions,"R Sarkar, A Hazra, K Sadhu, P Ghosh - Computer Vision and Machine …, 2020 - Springer","Pneumonia is an infection that inflames the air sacs in one or both lungs. The air sacs may fill with fluid or pus, causing cough with phlegm or pus, fever, chills, and difficulty in breathing. Pneumonia can be caused by a variety of organisms such as bacteria, viruses …"
Steganalysis via deep residual network,https://ieeexplore.ieee.org/abstract/document/7823882/,Cited by 21,"https://scholar.google.com/scholar?q=related:vgCCqdRTTmQJ:scholar.google.com/&scioq=Residual+Learning&hl=en&as_sdt=0,5",219,All 4 versions,"S Wu, S Zhong, Y Liu - 2016 IEEE 22nd International …, 2016 - ieeexplore.ieee.org","… For the second, DRN's residual learning (ResL) method actively strengthens the signal coming
from secret messages, which is extremely beneficial for the discrimination between cover images
and stego images … For ordinary residual learning, both the 1234 Page 3 … 
"
